Domain,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,TinyURL,Prefix/Suffix,DNS_Record,Domain_Age,Domain_End,iFrame,Mouse_Over,Right_Click,Web_Forwards,Label
maciel.med.br,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1
muz.so,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
firebasestorage.googleapis.com,0,0,1,5,0,0,1,0,1,1,1,1,1,1,1,1
prsicilacap.org,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
google.com,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1
livestudentccc-my.sharepoint.com,0,0,1,5,0,0,1,1,1,1,1,1,1,1,1,1
estudiomaskin.com,0,0,1,6,0,0,0,0,1,1,1,1,1,1,1,1
aprenderparaser.com.br,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
hamt.jp,0,0,1,7,0,0,0,0,1,1,1,1,1,1,1,1
icloud.com.find.support-lphone.co,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
maitee.cl,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1
153284594738391.statictab.com,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1
tptelecom.it,0,0,1,6,0,0,0,0,1,1,1,1,1,1,1,1
175.107.206.134,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1
amazon.co.jp.zoan.shop,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
pd-iskra-lj.si,0,0,1,5,0,0,0,1,1,1,1,1,1,1,1,1
ticonme.es,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1
balletshop.eu,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1
supperbelle.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
smediamap.youthpress.org,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
tenwhinilci.ml,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
amazon.co.jp.wfd1gr2ed4eg9fdadhs.buzz,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
effafrica.org,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1
cashflowfxonline.com,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,1
bancoitaudigital.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
agendarsaque-fgts.online,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1
environaquatech.com,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1
katsura-kids.com,0,1,1,2,0,0,0,1,1,1,1,1,1,1,1,1
atualizacao-de-emergencia.tk,0,0,1,4,0,0,0,1,1,1,1,1,1,1,1,1
acewoodson.com,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1
barogaleria.com,0,1,1,5,0,0,0,0,1,1,1,1,1,1,1,1
stanislausgrown.org,0,0,1,9,0,0,0,0,1,1,1,1,1,1,1,1
roomedi.com,0,1,1,5,0,0,0,0,1,1,1,1,1,1,1,1
triplevision.net,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
tableau-et-compagnie.fr:443,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1
saldao-de-mes-das-maes.com,0,0,1,2,0,0,0,1,1,1,1,1,1,1,1,1
qatarspr.com,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1
eset-store.gr,0,0,0,2,0,0,0,1,1,1,1,1,1,1,1,1
techcrose.com,0,0,0,4,0,0,0,0,1,1,1,1,1,1,1,1
lankeshpatrike.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
pecom.app,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
tecnofarma.com.co,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1
webapp186332.ip-172-104-4-187.cloudezapp.io,0,0,1,6,0,0,0,1,1,1,1,1,1,1,1,1
barhampacking.com.au,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1
beautifulnessshine.com,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1
esapcepro-org.com,0,0,1,4,0,0,0,1,1,1,1,1,1,1,1,1
estaremos-nessa-crise-unidoscom.com,0,0,1,2,0,0,0,1,1,1,1,1,1,1,1,1
shinai.jp,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1
nhomkinhlongxuyen.com,0,0,1,8,0,0,0,0,1,1,1,1,1,1,1,1
andaraspa.com,0,0,0,4,0,0,0,0,1,1,1,1,1,1,1,1
digibarre.pt,0,1,1,4,0,0,0,0,1,1,1,1,1,1,1,1
smpn2ba3.sch.id,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,1
t.co,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1
amidabuli.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
docs.google.com,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,1
secure.runescape.com-un.ru,0,0,1,2,0,0,0,1,1,1,1,1,1,1,1,1
forms.office.com,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1
espace-client.net,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1
rkdalmill.com,0,1,1,8,0,0,0,0,1,1,1,1,1,1,1,1
ltau-clientes.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
ginseystore.vlmclient.com,0,0,1,8,0,0,1,0,1,1,1,1,1,1,1,1
elanlimitedgurgaon.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
paypalp.ontraport.com,0,0,1,12,0,0,1,0,1,1,1,1,1,1,1,1
sunnymere-my.sharepoint.com,0,0,1,4,0,0,1,1,1,1,1,1,1,1,1,1
heartstrongyoga.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
twowheelcool.com,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1
batumi.net,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
rfidhr.tk,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1
email302.com,0,0,1,6,0,0,0,0,1,1,1,1,1,1,1,1
beesnaturals.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
indiankitchenfood.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
rhodvillecu.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
francogatta.it,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
csbw.fr,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
nectaribate.com.br,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1
healthystyling.com,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1
worldmedicassist.com,0,0,0,3,0,0,1,0,1,1,1,1,1,1,1,1
ayogabungdigrupwa121.000webhostapp.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
kadubeureum-serang.desa.id,0,1,1,7,0,0,0,1,1,1,1,1,1,1,1,1
pintatodo.mx,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
mesdelas.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
cafecitoperez.ivanidzakovic.com,0,0,1,6,0,0,0,0,1,1,1,1,1,1,1,1
noreply-netelle.blogspot.com,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
ziboleq.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
littleplaceguesthouse.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
sidreriagalastur.es,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1
ing-mobile.app,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1
paypal.co.uk.useriazi6bqgssb.settingsppup.com,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1
oldschool-membership.com,0,0,1,2,0,0,0,1,1,1,1,1,1,1,1,1
canceraidsociety.org,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1
cidadeweb.tv.br,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1
smsenligne.myfreesites.net,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
santander-prestamosmx.vanmx.xyz,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1
lagelijundiai.com.br,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
sohantraders.com,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,1
mail.afirehorse.com,0,0,0,4,0,0,0,0,1,1,1,1,1,1,1,1
surveyabincol.it,0,0,0,4,0,0,0,0,1,1,1,1,1,1,1,1
pinnerx.com,0,0,1,2,0,0,1,0,1,1,1,1,1,1,1,1
adamjak.sk,0,1,1,5,0,0,0,0,1,1,1,1,1,1,1,1
www-poloniex.net,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
betdhw.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
theingredients.net,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
uat-internetloanapplication.cudl.com,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1
u1035597.cp.regruhosting.ru,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1
dostavkacvetovkievzakazatonlajn.cheap,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
ofertasarrasadorasameweb.com,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1
t.co,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1
educacion.rionegro.gov.ar,0,0,1,8,0,0,0,0,1,1,1,1,1,1,1,1
u.to,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1
mevida.se,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
smtasia.co.th,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,1
utechtextil.com.br,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1
cnsenxiang.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
steamfirm.tk,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
secure.runescape.com-zx.ru,0,0,1,2,0,0,0,1,1,1,1,1,1,1,1,1
jppost-ama.com,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1
minyuanmm.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
docs.google.com,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,1
usbank-link-mupyndtfft---com.illmickelsonbeats.com,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1
evernote.com,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1
staging.theelegantyou.com,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1
i-ta.cc,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1
kinemind.com,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1
netpaymentservices.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
palletsolutions.ca,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
firebasestorage.googleapis.com,0,0,1,5,0,0,1,0,1,1,1,1,1,1,1,1
dehkadenovin.com,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1
verif-main2d.blogspot.com,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
bpl.kr,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
fareast.qa,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1
positiveomar.net,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
po.do,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
1drv.ms,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1
organichealthyfood.top,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
kortalankar.se,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
novapack.cl,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
emporio71.com.br,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
meliansoftware.com,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1
funeo.com,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,1
zakupy-domowe.glosowanie-konkurs.eu,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
docs.google.com,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,1
cityfm92.gr,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1
stolizaparketa.ru,0,0,1,7,0,0,0,0,1,1,1,1,1,1,1,1
pd-iskra-lj.si,0,0,1,3,0,0,0,1,1,1,1,1,1,1,1,1
bigcredjf.com.br,0,1,1,4,0,0,1,0,1,1,1,1,1,1,1,1
am-t.by,0,1,1,5,0,0,0,1,1,1,1,1,1,1,1,1
yorki-style.ru,0,0,1,6,0,0,0,1,1,1,1,1,1,1,1,1
midiaplural.com.br,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1
app.getaccept.com,0,0,1,5,0,0,1,0,1,1,1,1,1,1,1,1
cadastro.byethost6.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
fbcontainment.000webhostapp.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
azecra.com,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1
happinity.jp,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1
aprenderparaser.com.br,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
playarprint.com,0,0,1,2,0,0,1,0,1,1,1,1,1,1,1,1
atefnet.com,0,0,1,7,0,0,1,0,1,1,1,1,1,1,1,1
livestudentccc-my.sharepoint.com,0,0,1,5,0,0,1,1,1,1,1,1,1,1,1,1
grindtimegym.com,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1
betasus12.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1
environaquatech.com,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1
photos-restoration.com,0,0,1,7,0,0,0,1,1,1,1,1,1,1,1,1
adnet8.com,0,0,1,2,1,0,0,0,1,1,1,1,1,1,1,1
comoliberarhuawei.com,0,0,0,4,0,0,0,0,1,1,1,1,1,1,1,1
forms.gle,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
prakasaws.com,0,0,1,9,0,0,0,0,1,1,1,1,1,1,1,1
sixpointpartners-my.sharepoint.com,0,0,1,5,0,0,1,1,1,1,1,1,1,1,1,1
entraegypt.com,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1
paypal-loginupdate.viewdns.net,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
f78rk.app.link,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
centraslcourierllc.com,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1
vadodaramarathon.com,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1
aberturasagma.com,0,0,1,6,0,0,0,0,1,1,1,1,1,1,1,1
venturegroupit.com,0,0,1,3,0,0,1,0,1,1,1,1,1,1,1,1
firebasestorage.googleapis.com,0,0,1,5,0,0,1,0,1,1,1,1,1,1,1,1
barberiamartinz.com,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1
xn--72c1aoa8a9c8a4b8fqd.com,0,0,1,5,0,0,0,1,1,1,1,1,1,1,1,1
pattybarrueta.com,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1
keboemen.com,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1
errorcode1204.gq,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
verified-paxful.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
tvoigolos.atspace.cc,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
personaszonasegvra1bnonline.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
34.96.107.204,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1
plataformaeducativa.se.jalisco.gob.mx,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1
dzd.rksmb.org,0,0,1,4,0,0,1,0,1,1,1,1,1,1,1,1
taxionpanama.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
videosfacebook.today,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1
doapositioning.com,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1
bestsupremejapanwebframarket.club,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
therockacc.org,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1
notarius24.biz,0,0,1,14,0,0,0,0,1,1,1,1,1,1,1,1
forms.office.com,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1
pixiai.co,0,0,0,4,0,0,0,0,1,1,1,1,1,1,1,1
vensyemall.com,0,0,1,6,0,0,0,0,1,1,1,1,1,1,1,1
mail.tgroot.nl,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
dzd.rksmb.org,0,0,1,5,0,0,1,0,1,1,1,1,1,1,1,1
frangosulme.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
elomo.ro,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,1
tamilradio5.eu,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
firebasestorage.googleapis.com,0,0,1,5,0,0,1,0,1,1,1,1,1,1,1,1
catholichub.tv,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1
giristuurkiyemgovtr.org,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
induferram.com,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,1
154.30.211.130.bc.googleusercontent.com,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1
aldershvile.no,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
404eror-cnfrm.000webhostapp.com,0,0,1,2,0,0,0,1,1,1,1,1,1,1,1,1
fique-aqui-compras.com,0,0,1,2,0,0,0,1,1,1,1,1,1,1,1,1
inversionesgini.com,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1
vksavesmusic.webservis.ru,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
gioielleriagibertini.com,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,1
bbsignage.com,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1
seg-dispositivo.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
onedrive.live.com,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1
bigcredjf.com.br,0,1,1,4,0,0,0,0,1,1,1,1,1,1,1,1
colegiodosardao.org,0,0,1,7,0,0,0,0,1,1,1,1,1,1,1,1
docs.google.com,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,1
restaurantelabarquita.com,0,1,1,2,0,0,0,0,1,1,1,1,1,1,1,1
tls.net.vn,0,0,1,6,0,0,0,0,1,1,1,1,1,1,1,1
cheaproomsvalencia.com,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,1
quintascastaldi.com.br,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
wausaueats.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
marufulislam.com,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1
adventuresofus.co,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,1
instasaugat.000webhostapp.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
chikh-ali.com,0,0,0,3,0,0,0,1,1,1,1,1,1,1,1,1
zomanji.com,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1
filedotard.yolasite.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
benson6303.com,0,1,1,5,0,0,0,0,1,1,1,1,1,1,1,1
tptelecom.it,0,0,1,8,0,0,0,0,1,1,1,1,1,1,1,1
justlookapp.com,0,0,1,7,0,0,0,0,1,1,1,1,1,1,1,1
hdhightemperaturewire.com,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1
bprkita.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
arrowcase.com,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1
lacasadelmanitas.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
ehan.org,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1
enigreen.net,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1
cheaproomsvalencia.com,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,1
vanwertworks.com,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1
jabezrealtyservices.com,0,0,1,3,1,0,0,0,1,1,1,1,1,1,1,1
attnetcommonloginigate_edamcon.godaddysites.com,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1
a-onetraders.com,0,0,0,2,0,0,0,1,1,1,1,1,1,1,1,1
floorsdirectltd.co.uk,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
adnet8.com,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1
66.45.251.211,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
tptelecom.it,0,0,1,6,0,0,0,0,1,1,1,1,1,1,1,1
johnfinchpartnership.com,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1
artfullyrestless.com,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1
autorizador5.com.br,0,0,1,7,0,0,0,0,1,1,1,1,1,1,1,1
zeimbresyxtmupgrdx40rew.jdevcloud.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
atagucsea.com,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,1
008753331120.com,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1
regina.ninetendev.com,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1
izigroup.info,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1
whatsappjoingrup.zyns.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
icloud.com-ios.me,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
icloud-mydevice.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
hrweb99.com,0,0,1,6,0,0,0,0,1,1,1,1,1,1,1,1
accurateofes.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
ofica.sytes.net,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
35.199.84.117,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
workprotocoles-com.webs.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
bb.alerta-seguranca.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
kandbmoldedproducts.com,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1
comoliberarhuawei.com,0,0,0,4,0,0,0,0,1,1,1,1,1,1,1,1
mayamimar.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
infopublishersassociation.com,0,0,1,8,0,0,0,0,1,1,1,1,1,1,1,1
decifra.com.br,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1
arridhosentul.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
juegosdemesamodernos.com,0,0,1,7,0,0,0,0,1,1,1,1,1,1,1,1
happypur.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
cogimodule.com,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1
g4x.papernom.com,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1
ukgov-taxservices.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
littlethingspr.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
sanjoaquinvalleybrewfest.com,0,1,1,8,0,0,1,0,1,1,1,1,1,1,1,1
justlookapp.com,0,0,1,7,0,0,0,0,1,1,1,1,1,1,1,1
barclaycard.signln.link,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
support.nouvelle-aquitaine.pro,0,0,1,4,0,0,0,1,1,1,1,1,1,1,1,1
paxful.com.applepayers.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
bizcloudz.net,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1
decifra.com.br,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
b4k.f5c.myftpupload.com,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1
southcountyclassified.com,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,1
plasticmonkey.com,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1
bpoconnectja.com,0,0,1,7,0,0,0,0,1,1,1,1,1,1,1,1
test102760.test-account.com,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1
fes-romania.org,0,1,1,2,0,0,0,1,1,1,1,1,1,1,1,1
dusperdesi.net,0,0,1,8,0,0,0,0,1,1,1,1,1,1,1,1
snip.ly,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
planwise.co.za,0,0,1,7,0,0,0,0,1,1,1,1,1,1,1,1
hotelmontiazzurri.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
facebook.com.saketmehta.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
integrityozonesolutions.com,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1
axelhess.com,0,0,1,6,0,0,0,0,1,1,1,1,1,1,1,1
secure.runescape.com-mx.ru,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
adislpe.co.uk,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
ouhsd-my.sharepoint.com,0,0,1,5,0,0,1,1,1,1,1,1,1,1,1,1
conta.angelbreek.com,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,1
qatarspr.com,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1
tweedy-light.000webhostapp.com,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1
agri72.fr,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,1
tokokainbandung.com,0,0,1,10,0,0,0,0,1,1,1,1,1,1,1,1
thatsmint.work,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
justlookapp.com,0,0,1,7,0,0,0,0,1,1,1,1,1,1,1,1
9m.no,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
polish-books.pl,0,0,1,6,0,0,0,1,1,1,1,1,1,1,1,1
omeglecaptures.ihostfull.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
najibafaiz.art,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1
manutencaoitauchecks.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
foxlap.com,0,0,1,6,0,0,0,0,1,1,1,1,1,1,1,1
verifedby3.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
checkinitausecurity.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
barogaleria.com,0,1,1,5,0,0,0,0,1,1,1,1,1,1,1,1
millenniaco-my.sharepoint.com,0,0,1,5,0,0,1,1,1,1,1,1,1,1,1,1
waytoketo.com,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1
53.com-id9533371.thoughtoholics.net,0,0,1,2,0,0,0,1,1,1,1,1,1,1,1,1
betasus20.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1
b96202rc.beget.tech,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
itauchekinsecurity.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
secure.runescape.com-rsgames.xyz,0,0,1,2,0,0,0,1,1,1,1,1,1,1,1,1
kellvesweden-my.sharepoint.com,0,0,1,5,0,0,1,1,1,1,1,1,1,1,1,1
storeagorahoje.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
groups-chats-whatsapps7.wikaba.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
dotdre.com,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1
107.180.44.78,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
